Area,City,Neighborhood,Transaction reference number,Date,Property classification,Property type,Number of properties,Price,Space,Price per square meter
Riyadh region,Riyadh,Olaya,20186310,6/14/2023,Residential,land,1,1000000,500.0,"2,000"
Eastern Region,Al-Hofuf, alwurud ,20788538,8/30/2023,Residential,land,1,395000,724.05,546
Makkah Region,Jeddah, Al-Marwa ,19744321,4/9/2023,Residential,apartment,1,430000,131.97,"3,258"
Jazan region,Jizan, Rawda ,20229134,6/20/2023,Residential,land,1,70000,200.0,350
Riyadh region,Riyadh,Arid,19691936,4/2/2023,Residential,land,1,260000,450.0,578
Qassim region,baridah, Al-Tayseer ,20697800,8/21/2023,Residential,land,1,172500,375.0,460
Riyadh region,Riyadh,Al-Nafal,20109581,6/5/2023,Residential,land,1,1000000,368.75,"2,712"
Riyadh region,Riyadh,Al-Janadriyah,19805019,4/18/2023,Residential,land,1,240000,375.0,640
Riyadh region,Riyadh,alkhalij,20493244,7/27/2023,Residential,land,1,1240000,570.0,"2,175"
Eastern Region,Dammam, tayiba ,20931913,9/13/2023,Residential,land,1,2200000,743.52,"2,959"
Makkah Region,Jeddah,Al-Furqan,20039152,5/28/2023,Residential,land,1,335000,433.26,773
Makkah Region,Jeddah,jawharat alearus,21031180,9/25/2023,Residential,land,1,630000,900.0,700
Jazan region,Jizan, Al Rawabi ,21005518,9/20/2023,Residential,land,1,100000,640.0,156
Makkah Region,Taif,northern Alshuhada,20618903,8/10/2023,Residential,land,1,203571,112.5,"1,810"
Makkah Region,Jeddah, Al Sawari ,20376792,7/12/2023,Residential,land,1,2604800,704.0,"3,700"
Asir region,Khamis Mushait,madinuh mukhatat thalathih,21084995,9/28/2023,Residential,land,1,1250000,395.5,"3,161"
Riyadh region,Riyadh,Qurtuba,20752266,8/27/2023,Residential,apartment,1,969000,135.17,"7,169"
Riyadh region,Riyadh,Munsiyah,19805935,4/18/2023,Residential,apartment,1,770000,137.9,"5,584"
Makkah Region,Jeddah,albuhayrat,19753396,4/10/2023,Residential,land,1,544570,379.9,"1,433"
Makkah Region,Jeddah, alluwlu ,20069833,5/31/2023,Residential,apartment,1,1500000,425.36,"3,526"
Eastern Region,Dammam, Rawda ,20434022,7/25/2023,Residential,land,1,790000,400.0,"1,975"
Makkah Region,Jeddah, Al-Marwa ,19762877,4/11/2023,Residential,apartment,1,430000,131.13,"3,279"
Riyadh region,Riyadh,Rabwa,19803076,4/17/2023,Residential,land,1,1777500,450.0,"3,950"
Riyadh region,Riyadh,eakaaz,20815920,9/3/2023,Residential,land,1,737963,599.97,"1,230"
Riyadh region,Riyadh,Namar,19728977,4/6/2023,Residential,land,1,310000,325.0,954
Qassim region,baridah,alshaqa,21042856,9/26/2023,Residential,land,1,129356,323.38,400
Riyadh region,Riyadh,Al-Janadriyah,19850178,5/4/2023,Residential,land,1,850000,270.0,"3,148"
Riyadh region,Riyadh,eakaaz,19685726,4/2/2023,Residential,land,1,752076,626.73,"1,200"
Tabuk region,Tabuk, altaeawun ,20572102,8/6/2023,Residential,apartment,1,380000,123.27,"3,083"
Makkah Region,Jeddah, Al-Marwa ,19918642,5/14/2023,Residential,apartment,1,640000,166.77,"3,838"
Riyadh region,Riyadh,East of Riyadh,20419846,7/19/2023,Residential,land,1,480000,900.0,533
Riyadh region,Riyadh,alsafa,20539582,8/1/2023,Residential,land,1,1020000,300.0,"3,400"
Makkah Region,Jeddah, Al-Marwa ,20219931,6/19/2023,Residential,apartment,1,725000,159.26,"4,552"
Riyadh region,Riyadh, iishbilia ,20423501,7/19/2023,Residential,apartment,1,600000,162.18,"3,700"
Riyadh region,Riyadh,Al-Khair,20056743,5/30/2023,Residential,land,1,90000,438.73,205
Riyadh region,Riyadh,East of Riyadh,20620951,8/10/2023,Residential,land,1,700000,990.0,707
Riyadh region,Riyadh, Al-Wisam ,20956985,9/16/2023,Residential,land,1,120900,300.0,403
Riyadh region,Riyadh, Al-Bayan ,20154549,6/9/2023,Residential,land,1,702000,360.0,"1,950"
Makkah Region,Jeddah, alwadaa ,20947691,9/14/2023,Residential,land,1,5447680,2400.0,"2,270"
Riyadh region,Riyadh,Namar,20508378,7/30/2023,Residential,apartment,1,517322,172.85,"2,993"
Tabuk region,Tabuk, Al-Nakhil ,20921080,9/13/2023,Residential,land,1,625000,630.0,992
Makkah Region,Jeddah, Miriykh ,20226482,6/20/2023,Residential,apartment,1,650000,228.68,"2,842"
Riyadh region,Riyadh,Al-Azizia,19686329,4/2/2023,Residential,land,1,861864,690.0,"1,249"
Riyadh region,Riyadh,Al-Janadriyah,20313534,7/6/2023,Residential,land,1,775000,250.0,"3,100"
Makkah Region,Jeddah, alyaqut ,20945802,9/14/2023,Residential,land,1,650000,312.5,"2,080"
Riyadh region,Riyadh,Al-Uraija,19845404,5/4/2023,Residential,land,1,850000,400.0,"2,125"
Riyadh region,Riyadh,Al-Ghanamiya,19851122,5/7/2023,Residential,land,1,180000,528.5,341
Riyadh region,Riyadh,Al-Khair,20790013,8/30/2023,Residential,land,1,1410000,1000.0,"1,410"
Makkah Region,Jeddah, Al-Waha ,20360915,7/11/2023,Residential,apartment,1,450000,152.2,"2,957"
Riyadh region,Riyadh,East of Riyadh,20461166,7/24/2023,Residential,land,1,345000,768.0,449
Riyadh region,Riyadh,Jasmine,21006112,9/20/2023,Residential,land,1,3200000,300.0,"10,667"
Makkah Region,Jeddah,tayiba,20257941,6/21/2023,Residential,land,1,1750000,450.0,"3,889"
Riyadh region,Riyadh,Al-Masif,20180639,6/13/2023,Residential,land,1,2850000,245.0,"11,633"
Riyadh region,Riyadh,Al-Shifa,20496485,7/27/2023,Residential,apartment,1,559000,145.31,"3,847"
Makkah Region,Jeddah,Al-Hamdaniya ,20818016,9/4/2023,Residential,apartment,1,649740,199.18,"3,262"
Qassim region,Alrass,Al-Morouj ,20665356,8/16/2023,Residential,land,1,176000,587.13,300
Eastern Region,Qatif,Aldakhl Almahdud,20619409,8/10/2023,Residential,land,1,750000,300.0,"2,500"
Makkah Region,Jeddah,Ruwais ,19692438,4/2/2023,Residential,land,1,1900000,595.51,"3,191"
Eastern Region,aleuyun, dahiat alamir sultan,19740741,4/9/2023,Residential,land,1,80000,501.25,160
Makkah Region,Taif, alqayam ,20753039,8/27/2023,Residential,land,1,300000,536.21,559
Eastern Region,Hafar Al-Batin, altilal ,20067397,5/31/2023,Residential,land,1,148910,660.0,226
Riyadh region,Riyadh,Arid,19728158,4/6/2023,Residential,land,1,330000,450.0,733
Qassim region,Onaizah,Achrafieh,20661680,8/16/2023,Residential,land,1,215000,520.0,413
Riyadh region,Riyadh,Arid,21061792,9/27/2023,Residential,land,1,300000,400.0,750
Eastern Region,Hasa, Al-Shirae ,20677849,8/17/2023,Residential,land,1,680000,400.0,"1,700"
Eastern Region,Dammam, alnuwr  ,20961581,9/17/2023,Residential,apartment,1,473847,174.62,"2,714"
Eastern Region,Dammam, Al-Shuala ,20447154,7/23/2023,Residential,land,1,862008,586.4,"1,470"
Qassim region,Alrass, Al-Manar ,19699173,4/4/2023,Residential,land,1,270000,376.26,718
Riyadh region,Riyadh,Arid,20398675,7/16/2023,Residential,land,1,205000,250.0,820
Makkah Region,Jeddah, Al-Rayyan ,19906905,5/11/2023,Residential,apartment,1,645344,172.94,"3,732"
Eastern Region,Jubail,Dana,20007068,5/24/2023,Residential,land,1,1023219,543.5,"1,883"
Riyadh region,Riyadh,East of Riyadh,20075180,6/1/2023,Residential,land,1,360000,750.0,480
Riyadh region,Riyadh,Al-Ghanamiya,20046724,5/29/2023,Residential,land,1,180000,380.0,474
Riyadh region,Riyadh,Malaz,20898891,9/10/2023,Residential,land,1,831250,457.0,"1,819"
Riyadh region,Riyadh,Al-Khair,20823877,9/4/2023,Residential,land,1,390000,260.0,"1,500"
Asir region,Abha, Mahalla,20643845,8/14/2023,Residential,land,1,400000,628.89,636
Riyadh region,Riyadh,Mahdia,20195669,6/15/2023,Residential,land,1,1350000,400.0,"3,375"
Riyadh region,Riyadh,Mansoura,20714034,8/22/2023,Residential,land,1,1300000,598.0,"2,174"
Riyadh region,Riyadh, Al-Wisam ,20952847,9/15/2023,Residential,land,1,120900,300.0,403
Eastern Region,Dammam, Nahda ,19780550,4/13/2023,Residential,apartment,1,820000,194.83,"4,209"
Riyadh region,Riyadh,Rabieh,20759318,8/28/2023,Residential,land,1,200000,400.0,500
Eastern Region,Dammam, Al-Shuala ,20523778,7/31/2023,Residential,land,1,959117,661.46,"1,450"
Riyadh region,Riyadh,East of Riyadh,20579834,8/6/2023,Residential,land,1,400000,944.75,423
Makkah Region,Jeddah, alyaqut ,20428044,7/19/2023,Residential,land,1,1200000,625.0,"1,920"
Eastern Region,Hasa,Al-Nakhil,20095850,6/4/2023,Residential,land,1,300000,400.0,750
Riyadh region,Riyadh,Al-Khair,20187297,6/14/2023,Residential,land,1,465000,360.0,"1,292"
Riyadh region,Riyadh,Al-Khair,20221569,6/19/2023,Residential,land,1,440000,375.0,"1,173"
Riyadh region,Riyadh,Al-Azizia,20510371,7/30/2023,Residential,apartment,1,100000,113.02,885
Makkah Region,Jeddah, Al-Waha ,20098262,6/4/2023,Residential,apartment,1,667735,162.97,"4,097"
Riyadh region,Riyadh, Al-Sahab ,20956020,9/16/2023,Residential,land,1,120900,300.0,403
Riyadh region,Al Kharj,Al-Rayhan,20258519,6/21/2023,Residential,land,1,70000,693.0,101
Makkah Region,Jeddah,jawharat alearus,19805609,4/18/2023,Residential,land,1,350000,620.0,565
Makkah Region,Jeddah, Al-Rayyan ,21002813,9/20/2023,Residential,apartment,1,344000,122.23,"2,814"
Riyadh region,Riyadh,Hattin,19855860,5/7/2023,Residential,apartment,1,1219000,152.0,"8,020"
Riyadh region,Riyadh, alwadi ,20799556,8/31/2023,Residential,apartment,1,1380000,174.0,"7,931"
Eastern Region,Abqaiq,qartabuh,20534643,8/1/2023,Residential,land,1,150000,412.0,364
Qassim region,baridah, Al-Ghadeer  ,20896941,9/11/2023,Residential,land,1,150000,715.0,210
Riyadh region,Riyadh,alnarjis,19812869,4/26/2023,Residential,land,1,1500000,312.5,"4,800"
Riyadh region,Riyadh,Al-Malqa,20771295,8/29/2023,Residential,apartment,1,796032,130.28,"6,110"
Makkah Region,Jeddah, Al-Rayyan ,20706342,8/22/2023,Residential,apartment,1,722820,214.36,"3,372"
Riyadh region,Al Kharj, Al-Zahir ,20392237,7/16/2023,Residential,apartment,1,221400,105.08,"2,107"
Eastern Region,Dammam, Al-Shuala ,20543796,8/2/2023,Residential,land,1,899971,573.23,"1,570"
Medina region,AL Madinah,Al-Gharaa  ,19688431,4/2/2023,Residential,land,1,1050000,507.46,"2,069"
Eastern Region,Hasa,Hajar,19889090,5/16/2023,Residential,land,1,210000,384.3,546
Riyadh region,Riyadh,alsahafa,20380093,7/13/2023,Residential,land,1,3850000,500.0,"7,700"
Riyadh region,Riyadh,Al-Khair,20618829,8/10/2023,Residential,land,1,607500,440.4,"1,379"
Makkah Region,Taif, Al-Arfaa ,19825080,4/30/2023,Residential,land,1,70000,594.0,118
Makkah Region,Jeddah, Al-Shirae,20848997,9/6/2023,Residential,land,1,1327616,300.0,"4,425"
Makkah Region,Jeddah, Al-Rayyan ,20846998,9/6/2023,Residential,apartment,1,701528,199.39,"3,518"
Riyadh region,Riyadh,Arid,20866040,9/7/2023,Residential,land,1,360000,495.0,727
Riyadh region,Riyadh,Al Naseem,21040249,9/26/2023,Residential,apartment,1,650000,140.09,"4,640"
Qassim region,baridah, Rehab ,21017896,9/22/2023,Residential,land,1,1775000,2409.8,737
Eastern Region,alkhabar, alsudfa ,20385803,7/13/2023,Residential,land,1,1614778,733.99,"2,200"
Eastern Region,Hasa,Hajar,20838052,9/5/2023,Residential,land,1,150000,415.2,361
Riyadh region,Riyadh,alshuhada,19896183,5/10/2023,Residential,land,1,2000000,450.0,"4,444"
Riyadh region,Riyadh,Al-Nakhil,20173684,6/12/2023,Residential,apartment,1,1159000,131.03,"8,845"
Makkah Region,Jeddah, Al-Waha ,19746526,4/9/2023,Residential,apartment,1,390000,129.12,"3,020"
Riyadh region,Riyadh,Manfuha,20033937,5/28/2023,Residential,land,1,350000,217.5,"1,609"
Makkah Region,Jeddah, Al-Rayyan ,20848276,9/6/2023,Residential,apartment,1,701528,199.39,"3,518"
Eastern Region,alkhabar,Al-Azizia ,20013638,5/24/2023,Residential,land,1,480000,720.0,667
Qassim region,Onaizah, Al Rawabi ,20120757,6/12/2023,Residential,land,1,95000,375.0,253
Jazan region,Jizan, Al Rawabi ,20585464,8/7/2023,Residential,land,1,100000,640.0,156
Riyadh region,Riyadh,Al-Malqa,19856473,5/7/2023,Residential,apartment,1,600000,98.6,"6,085"
Al Bahah region,Beljurashi, Al-Azahra ,20418127,7/18/2023,Residential,land,1,260000,763.0,341
Riyadh region,Riyadh,alnarjis,20308106,7/5/2023,Residential,apartment,1,940000,142.61,"6,591"
Makkah Region,Jeddah,Umm Al Salam,20266413,6/22/2023,Residential,apartment,1,662394,202.0,"3,279"
Eastern Region,alkhabar,Alkhabar,20591126,8/7/2023,Residential,land,1,975000,525.0,"1,857"
Eastern Region,Hasa, Mahasen ,19697529,4/3/2023,Residential,land,1,900000,500.0,"1,800"
Makkah Region,Jeddah,Rabwa,19750874,4/10/2023,Residential,land,1,750000,210.0,"3,571"
Najran region,Najran,Al-Fahd,20685821,8/20/2023,Residential,land,1,720000,400.0,"1,800"
Northern border region,Arar, Al-Jawhara ,20154619,6/9/2023,Residential,land,1,1370000,1250.0,"1,096"
Riyadh region,Riyadh,Laban,20161840,6/11/2023,Residential,land,1,719000,200.0,"3,595"
Riyadh region,Riyadh,Al-Uraija,20385621,7/13/2023,Residential,land,1,500000,600.0,833
Makkah Region,Jeddah, alqarinia ,19763906,4/11/2023,Residential,land,1,1000000,900.0,"1,111"
Riyadh region,Riyadh,Namar,20788421,8/30/2023,Residential,land,1,400000,444.6,900
Riyadh region,Riyadh,Namar,20199430,6/18/2023,Residential,land,1,630000,454.14,"1,387"
Eastern Region,Khafji, El Nozha ,20732348,8/24/2023,Residential,land,1,240000,437.0,549
Riyadh region,Riyadh,East of Riyadh,20539857,8/1/2023,Residential,land,1,675000,750.0,900
Asir region,Abha,Sir Al-Maharhat,19725166,4/6/2023,Residential,land,1,720000,600.0,"1,200"
Northern border region,Arar, Mansourieh  ,20119188,6/6/2023,Residential,apartment,1,339851,202.47,"1,679"
Riyadh region,Riyadh,Namar,20165894,6/11/2023,Residential,land,1,480000,450.0,"1,067"
Qassim region,baridah, Dharij,20614344,8/10/2023,Residential,land,1,150000,600.0,250
Makkah Region,Jeddah, Al-Marwa ,20447779,7/23/2023,Residential,apartment,1,679231,163.67,"4,150"
Riyadh region,Riyadh,Nasiriyah,20184503,6/14/2023,Residential,house,1,60000,43.71,"1,373"
Riyadh region,Al Kharj,Andalusia,20056034,5/31/2023,Residential,land,1,410000,597.0,687
Eastern Region,Hasa, Al-Faisal ,19923305,5/14/2023,Residential,land,1,909000,445.5,"2,040"
Riyadh region,Riyadh,Al-Khair,20203847,6/18/2023,Residential,land,1,400000,375.0,"1,067"
Riyadh region,Riyadh,Al-Yamamah,20985718,9/19/2023,Residential,land,1,700000,384.0,"1,823"
Riyadh region,Riyadh,Nazim,20641785,8/14/2023,Residential,land,1,1223000,368.0,"3,323"
Qassim region,baridah, Al-Batin ,20683977,8/20/2023,Residential,land,1,49500,325.0,152
Riyadh region,Riyadh,Al-Manar,20174102,6/12/2023,Residential,land,1,1600000,480.0,"3,333"
Qassim region,baridah,alqae albarid,20863977,9/7/2023,Residential,land,1,429830,859.66,500
Riyadh region,Riyadh,Jasmine,20303052,7/5/2023,Residential,apartment,1,829000,149.39,"5,549"
Riyadh region,Riyadh,Munsiyah,20853560,9/6/2023,Residential,land,1,1995000,475.0,"4,200"
Riyadh region,Riyadh,alsafa,20509818,7/30/2023,Residential,land,1,1220000,400.0,"3,050"
Riyadh region,Riyadh, Arqa ,20620983,8/10/2023,Residential,land,1,6500000,600.0,"10,833"
Riyadh region,Riyadh, Al-Wisam ,20955170,9/16/2023,Residential,land,1,120900,300.0,403
Makkah Region,Jeddah, hukumaa ,20553651,8/3/2023,Residential,apartment,1,510421,158.27,"3,225"
Jazan region,Jizan, Mohammedia ,19959913,5/18/2023,Residential,apartment,1,530000,201.94,"2,625"
Makkah Region,Jeddah,alkhalij ,20288736,6/29/2023,Residential,land,1,800000,900.0,889
Riyadh region,Riyadh,Al-Yamamah,20936432,9/13/2023,Residential,Residential Building,1,650000,215.53,"3,016"
Qassim region,Albkirih,Bukayriyah,20245630,6/20/2023,Residential,land,1,125000,630.0,198
Riyadh region,Riyadh,Al-Masanie,20899692,9/10/2023,Residential,land,1,1825000,662.5,"2,755"
Jazan region,Jizan, alsafa ,19934325,5/16/2023,Residential,apartment,1,475000,194.81,"2,438"
Makkah Region,Jeddah, Al Safwa ,20378730,7/12/2023,Residential,land,1,450000,725.0,621
Al Bahah region,Beljurashi, tayiba ,19687726,4/3/2023,Residential,apartment,1,640000,206.26,"3,103"
Asir region,Al-Namas,Al Omar,19934285,5/15/2023,Residential,apartment,1,475000,178.0,"2,669"
Makkah Region,Jeddah, Al-Rayyan ,20372323,7/12/2023,Residential,apartment,1,688720,172.18,"4,000"
Riyadh region,Riyadh,Al-Khair,19691886,4/2/2023,Residential,land,1,690000,455.0,"1,516"
Qassim region,baridah,alshaqa,20049389,5/29/2023,Residential,land,1,81400,220.0,370
Riyadh region,Riyadh,Al-Khair,20144459,6/8/2023,Residential,land,1,165000,750.0,220
Eastern Region,Khafji, altaeawun ,19905675,5/11/2023,Residential,land,1,100000,400.0,250
Makkah Region,Jeddah, alwidad ,19850984,5/7/2023,Residential,land,1,300000,972.0,309
Makkah Region,Jeddah, Al-Marwa ,20263790,6/21/2023,Residential,apartment,1,958482,237.55,"4,035"
Eastern Region,alkhabar,Al-Azizia ,20283621,6/25/2023,Residential,land,1,555000,875.0,634
Riyadh region,Riyadh,Arid,21013978,9/21/2023,Residential,land,1,290000,400.0,725
Makkah Region,Makkah,Al-Rayyan ,20911867,9/11/2023,Residential,apartment,1,600000,218.6,"2,745"
Makkah Region,Taif, qarwaa ,20742081,8/25/2023,Residential,land,1,100000,395.5,253
Makkah Region,Jeddah, hukumaa ,20553037,8/3/2023,Residential,apartment,1,506873,157.17,"3,225"
Riyadh region,Riyadh,Al-Mughrazat,19856379,5/7/2023,Residential,apartment,1,1550000,156.98,"9,874"
Riyadh region,Riyadh,East of Riyadh,20165614,6/11/2023,Residential,land,1,360000,810.0,444
Tabuk region,haql,South Al-Humaidah,20374523,7/12/2023,Residential,land,1,240000,600.0,400
Qassim region,baridah, Salmiya ,20814446,9/3/2023,Residential,land,1,600000,1061.3,565
Makkah Region,Makkah, Al Asila ,19909806,5/11/2023,Residential,land,1,600000,400.0,"1,500"
Riyadh region,Riyadh,East of Riyadh,20688858,8/20/2023,Residential,land,1,180000,410.0,439
Riyadh region,Riyadh, Al-Wisam ,20955712,9/16/2023,Residential,land,1,120900,300.0,403
Riyadh region,Riyadh,Arid,19830759,5/2/2023,Residential,land,1,335000,450.0,744
Qassim region,baridah, Alshafaq ,19713335,4/5/2023,Residential,land,1,185000,287.9,643
Riyadh region,Riyadh, Al-Sahab ,20967420,9/17/2023,Residential,land,1,120900,300.0,403
Riyadh region,Riyadh,East of Riyadh,20686343,8/20/2023,Residential,land,1,373000,810.0,460
Riyadh region,Riyadh, Al-Wisam ,20952074,9/15/2023,Residential,land,1,120900,300.0,403
Eastern Region,Dammam, aldabab ,21033103,9/25/2023,Residential,land,1,2310000,650.0,"3,554"
Riyadh region,Riyadh,Arid,20344949,7/10/2023,Residential,land,1,350000,450.0,778
Makkah Region,alkamil,  albahr     ,20377705,7/12/2023,Residential,land,1,100000,635.5,157
Qassim region,baridah, Al-Farouq ,21018010,9/22/2023,Residential,land,1,266360,665.87,400
Riyadh region,Riyadh, Al-Wisam ,20954740,9/16/2023,Residential,land,1,215575,534.93,403
Eastern Region,Hafar Al-Batin, albaladia ,20123098,6/8/2023,Residential,land,1,300000,317.75,944
Riyadh region,Riyadh, Al-Sahab ,20956482,9/16/2023,Residential,land,1,120900,300.0,403
Qassim region,baridah,North Buraydah,20375252,7/12/2023,Residential,land,1,700000,600.0,"1,167"
Riyadh region,Riyadh,Namar,20244672,6/20/2023,Residential,land,1,850000,750.0,"1,133"
Riyadh region,Riyadh,Al-Awali,19924131,5/14/2023,Residential,apartment,1,610000,194.47,"3,137"
Eastern Region,Dammam, Hajar ,20241463,6/20/2023,Residential,apartment,1,740000,215.26,"3,438"
Riyadh region,Riyadh,Al-Nakhil,20273138,6/22/2023,Residential,apartment,1,1559000,192.46,"8,100"
Riyadh region,Riyadh,Qurtuba,20677638,8/17/2023,Residential,apartment,1,655000,111.79,"5,859"
Makkah Region,Jeddah, Khalidiya ,20209110,6/19/2023,Residential,land,1,6800000,780.0,"8,718"
Qassim region,baridah,North Buraydah,20057959,5/30/2023,Residential,land,1,2100000,5723.75,367
Asir region,Abha,almuharith,20126069,6/6/2023,Residential,land,1,960500,687.5,"1,397"
Riyadh region,Al Kharj, alsalam ,19760773,4/12/2023,Residential,house,1,95000,115.7,821
Makkah Region,Jeddah, Miriykh ,19844008,5/3/2023,Residential,apartment,1,370000,203.65,"1,817"
Riyadh region,Riyadh,alrimal,20852840,9/6/2023,Residential,land,1,809000,300.0,"2,697"
Riyadh region,Riyadh, Al-Zahir ,20736840,8/24/2023,Residential,land,1,348000,450.0,773
Makkah Region,Makkah,Al-Fahd,20074793,6/1/2023,Residential,apartment,1,659680,199.19,"3,312"
Qassim region,Albadayie,Al-Qadisiyah,19746983,4/13/2023,Residential,land,1,117500,520.8,226
Eastern Region,Dammam, Al-Shuala ,20606506,8/9/2023,Residential,land,1,939787,711.96,"1,320"
Qassim region,baridah,alshaqa,20911837,9/11/2023,Residential,land,1,162320,360.71,450
Riyadh region,Riyadh, Al-Wisam ,20955181,9/16/2023,Residential,land,1,148499,368.49,403
Al-Jawf region,Qurayyat, alzumarud ,20822792,9/4/2023,Residential,land,1,268258,595.5,450
Makkah Region,Jeddah, alwidad ,20693880,8/20/2023,Residential,land,1,310000,900.0,344
Riyadh region,Riyadh,Nazim,20109317,6/5/2023,Residential,land,1,349738,304.12,"1,150"
